Unnamed: 0,name,source,RT_Amide6min,IsomericSMILES,RT,Predicted_RT,是否可定制
1283,1284,zhulab,136.55,CN1C(=N)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,2.2758333333333334,1.743612,是
1286,1287,zhulab,77.07,COC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,1.2845,1.5459032,是
1287,1288,zhulab,135.86,C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,2.264333333333333,1.59389,是
1288,1289,zhulab,64.24,CN1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,1.0706666666666669,1.7433323,是
1289,1290,zhulab,73.55,COC1C(OC(C1O)N2C=NC3=C2N=CNC3=O)CO,1.225833333333333,1.477281,是
1292,1293,zhulab,103.88,COC1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,1.7313333333333332,1.7147217,是
1294,1295,zhulab,86.56,COC1C(CO)OC(C1O)N1C=CC(N)=NC1=O,1.4426666666666668,1.746203,是
1295,1296,zhulab,103.11,CN1C(N)=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=O,1.7185,1.8402498,是
1297,1298,zhulab,87.01,NC1=NC(=S)N(C=C1)C2OC(CO)C(O)C2O,1.4501666666666668,1.7749386,是
1298,1299,zhulab,82.27,C1=CC(=CC=C1/C=C/C(=O)O)O,1.3711666666666666,1.7555912,是
1299,1300,zhulab,105.89,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,1.7648333333333333,2.0523376,是
1301,1302,zhulab,87.14,CN1C=C(C2OC(CO)C(O)C2O)C(=O)NC1=O,1.4523333333333333,1.6206177,是
1302,1303,zhulab,160.76,C1=C(C(=NC(=O)N1C2C(C(C(O2)CO)O)O)N)CO,2.679333333333333,1.9796554,是
1303,1304,zhulab,114.19,CC(=O)OCC[N+](C)(C)C,1.903166666666667,2.5060637,是
1304,1305,zhulab,169.13,CN(C)CC(=O)O,2.818833333333333,3.0194876,是
1305,1306,zhulab,232.81,O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,3.8801666666666663,3.9009798,是
1306,1307,zhulab,250.26,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O,4.171,4.085462,是
1307,1308,zhulab,243.46,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O,4.057666666666667,4.0510235,是
1308,1309,zhulab,245.52,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,4.0920000000000005,4.0020165,是
1309,1310,zhulab,211.31,CC(=O)C=O,3.5218333333333334,3.6168613,是
1310,1311,zhulab,192.41,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O)O,3.206833333333333,3.1020994,是
1311,1312,zhulab,241.57,OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,4.026166666666667,4.067477,是
1312,1313,zhulab,216.59,CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C,3.609833333333333,3.4165611,是
1313,1314,zhulab,255.45,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O,4.257499999999999,4.289077,是
1314,1315,zhulab,247.64,C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,4.1273333333333335,3.9190621,是
1315,1316,zhulab,165.82,CN1C2=C(NC(=O)NC2=O)NC1=O,2.7636666666666665,2.4506564,是
1316,1317,zhulab,212.02,C(C(=O)C(=O)O)O,3.533666666666667,2.672094,是
1317,1318,zhulab,230.85,C([C@H]([C@H](C(=O)CO)O)O)OP(=O)(O)O,3.8475,3.9575903,是
1318,1319,zhulab,235.44,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1OP(=O)(O)O)CO)O)O,3.924,3.968472,是
1319,1320,zhulab,244.97,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)NC(=NC2=O)N,4.082833333333333,4.0322204,是
1320,1321,zhulab,208.93,NC(CS(O)=O)C(O)=O,3.482166666666666,3.572883,是
1321,1322,zhulab,232.77,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O,3.8795,3.8944793,是
1322,1323,zhulab,193.58,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3.2263333333333337,3.2668815,是
1323,1324,zhulab,195.5,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3.2583333333333333,3.3249795,是
1324,1325,zhulab,126.99,CNC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2.1165,2.118311,是
1325,1326,zhulab,192.82,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,3.2136666666666667,3.520321,是
1326,1327,zhulab,218.24,CN1C=NC=C1C[C@@H](C(=O)O)NC(=O)CCN,3.637333333333333,3.522975,是
1327,1328,zhulab,228.71,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,3.811833333333333,3.7980642,是
1328,1329,zhulab,204.79,C(C(C(=O)O)O)C(=O)C(=O)O,3.4131666666666667,3.6151776,是
1329,1330,zhulab,231.66,C1[C@@H]2CN(CN2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,3.861,3.4614232,是
1330,1331,zhulab,196.51,C(C(=O)O)(NC(=O)N)NC(=O)N,3.2751666666666663,3.2534785,是
1331,1332,zhulab,181.17,NC1=NC(=O)N(C=C1)C1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12,3.0195,2.4822335,是
1332,1333,zhulab,249.67,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,4.1611666666666665,3.838273,是
1333,1334,zhulab,239.01,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)O,3.9835,3.9871273,是
1334,1335,zhulab,187.92,C(CS(=O)O)N,3.132,2.9613044,是
1335,1336,zhulab,74.54,C1=CC(=C(C(=C1)O)N)C(=O)O,1.2423333333333335,2.0656044,是
1336,1337,zhulab,67.09,COC1=CC2=C(C=C1)NC=C2CC(=O)O,1.1181666666666668,1.4717765,是
1337,1338,zhulab,194.48,C(CC(=O)O)C(=O)CN,3.241333333333333,3.2459595,是
1338,1339,zhulab,259.97,C1=NC2=C(C(=N1)N[C@@H](CC(=O)O)C(=O)O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,4.332833333333334,4.154114,是
1339,1340,zhulab,185.93,CN1C=C(N=C1)CCN,3.0988333333333333,2.771296,是
1340,1341,zhulab,214.12,C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N,3.5686666666666667,3.6086507,是
1341,1342,zhulab,199.15,C(CN)C(=O)O,3.319166666666667,3.2673907,是
1342,1343,zhulab,91.11,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,1.5185,1.805219,是
1343,1344,zhulab,257.69,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,4.294833333333333,4.6200795,是
1344,1345,zhulab,245.29,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)C(=O)COP(O)(O)=O,4.088166666666667,4.039977,是
1345,1346,zhulab,146.41,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(NC(C)=O)C=O,2.440166666666667,2.2811716,是
1346,1347,zhulab,196.83,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,3.2805000000000004,3.3857172,是
1347,1348,zhulab,244.16,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,4.069333333333334,4.067477,是
1348,1349,zhulab,241.51,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O,4.025166666666666,3.9221992,是
1349,1350,zhulab,197.6,C(CC(=O)C(=O)O)CC(=O)O,3.293333333333333,3.4711823,是
1350,1351,zhulab,247.64,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCC(O)=O,4.1273333333333335,3.94876,是
1351,1352,zhulab,95.62,C[C@@H](C(=O)C1=NC2=C(NC1)NC(=NC2=O)N)O,1.5936666666666668,1.8146392,是
1353,1354,zhulab,139.23,CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O,2.3205,2.4342551,是
1354,1355,zhulab,79.38,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)CCC(=O)O)C)C=C)C)C=C)C,1.323,2.1954818,是
1355,1356,zhulab,261.1,C(CC(=O)O)C1=C(CC(=O)O)C2=CC=3C(CCC(=O)O)=C(CC(=O)O)C(=CC4=C(CCC(=O)O)C(CC(=O)O)=C(C=C5C(CCC(=O)O)=C(CC(=O)O)C(C=C1N2)=N5)N4)N3,4.351666666666668,4.1920624,是
1356,1357,zhulab,210.48,CC(O)C(=O)SCC(N=C(O)CCC(N)C(O)=O)C(O)=NCC(O)=O,3.508,4.048252,是
1357,1358,zhulab,264.43,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,4.407166666666667,4.3185616,是
1358,1359,zhulab,101.04,C1=CC(=C2C(=C1)OC3=CC(=O)C(=C(C3=N2)C(=O)O)N)C(=O)O,1.6840000000000002,2.9482667,是
1359,1360,zhulab,200.26,N[C@@H](CCC(=O)N[C@@H](CSN=O)C(=O)NCC(O)=O)C(O)=O,3.3376666666666663,3.7983475,是
1360,1361,zhulab,85.61,C(CS)N,1.4268333333333334,1.934504,是
1361,1362,zhulab,142.36,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COP(O)(O)=O,2.372666666666667,2.219453,是
1362,1363,zhulab,97.52,C([C@@H]([C@H](CS)O)O)S,1.6253333333333333,1.0924633,是
1363,1364,zhulab,81.55,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,1.3591666666666666,2.3782048,是
1364,1365,zhulab,61.35,C(C(=O)CO)O,1.0225,0.74773324,否
1365,1366,zhulab,241.91,C(CC(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C(=O)O)N,4.031833333333333,3.9582238,是
1366,1367,zhulab,264.29,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O,4.404833333333333,4.34927,是
1368,1369,zhulab,81.98,CN(C)CCC1=CC=C(C=C1)O,1.3663333333333334,1.986211,是
1369,1370,zhulab,66.8,OC[C@@H](O)[C@H](O)C(=O)CO,1.1133333333333333,1.5681782,是
1370,1371,zhulab,262.0,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N,4.366666666666666,4.182457,是
1371,1372,zhulab,112.32,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.872,1.9823134,是
1373,1374,zhulab,205.54,C/C(=C\C(=O)O)/C(=O)O,3.4256666666666664,3.484167,是
1374,1375,zhulab,182.11,C([C@@H]([C@H](C(=O)O)O)O)O,3.035166666666667,3.03121,是
1375,1376,zhulab,72.42,CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O,1.207,1.5564106,是
1376,1377,zhulab,179.28,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O,2.988,2.9107218,是
1377,1378,zhulab,238.04,C[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=C(N)NC3=O)[C@@H](O)[C@H](O)[C@@H]1O,3.967333333333333,3.886454,是
1378,1379,zhulab,108.98,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,1.8163333333333331,2.125444,是
1379,1380,zhulab,76.57,CCCCCC(O)C=CC1C(O)CC2OC(CC12)=CCCCC(O)=O,1.2761666666666664,1.7965901,是
1380,1381,zhulab,246.19,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O,4.103166666666667,4.094036,是
1381,1382,zhulab,233.42,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,3.890333333333333,4.241767,是
1382,1383,zhulab,232.99,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)COP(=O)(O)O)O,3.883166666666667,3.8556795,是
1383,1384,zhulab,218.44,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O,3.6406666666666663,3.8800936,是
1385,1386,zhulab,263.46,C(C1(C(C(C(O1)(OP(O)(O)=O)[H])(O)[H])(O)[H])[H])OP(O)(O)=O,4.391,4.3406744,是
1386,1387,zhulab,170.08,OCC(O)C(O)C(O)C(O)CO,2.8346666666666667,2.643093,是
1387,1388,zhulab,246.63,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O,4.1105,4.085462,是
1388,1389,zhulab,191.61,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3.1935,3.2133102,是
1389,1390,zhulab,264.02,C1=C(NC=N1)C[C@@H](COP(=O)(O)O)N,4.400333333333333,4.1715746,是
1390,1391,zhulab,113.2,CC(=O)CC(=O)O,1.8866666666666667,1.9973801,是
1391,1392,zhulab,191.92,NC(CCC(=O)NC(CC1=CC=CC=C1)C(O)=O)C(O)=O,3.1986666666666665,3.3180227,是
1392,1393,zhulab,199.94,CSCCC(C(=O)O)NC(=O)CCC(C(=O)O)N,3.332333333333333,3.514524,是
1393,1394,zhulab,239.32,CC1OC(OP(O)(O)=O)C(O)C(O)C1O,3.9886666666666666,3.9322898,是
1394,1395,zhulab,206.03,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,3.4338333333333333,3.4570146,是
1395,1396,zhulab,67.98,[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,1.133,1.3791506,是
1396,1397,zhulab,98.47,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,1.6411666666666669,1.832177,是
1397,1398,zhulab,244.37,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,4.0728333333333335,4.067477,是
1398,1399,zhulab,104.97,[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,1.7495,2.2534513,是
1399,1400,zhulab,256.72,C(C[C@@H](C(=O)O)N)CN=C(N)NO,4.278666666666667,3.9914045,是
1400,1401,zhulab,166.84,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,2.780666666666667,2.9793,是
1401,1402,zhulab,71.17,C1=NC(=C(N1)C(=O)N)N,1.1861666666666666,1.5546832,是
1402,1403,zhulab,87.9,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,1.465,1.6305046,是
1403,1404,zhulab,248.03,C(COP(=O)(O)O)[C@@H](C(=O)O)N,4.1338333333333335,4.235907,是
1404,1405,zhulab,176.04,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O,2.934,3.2696357,是
1405,1406,zhulab,223.39,CC(=O)[C@H]([C@@H](COP(=O)(O)O)O)O,3.7231666666666654,3.7910914,是
1406,1407,zhulab,85.15,C([C@H]([C@H](CO)O)O)O,1.419166666666667,1.4877677,是
1407,1408,zhulab,228.43,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,3.807166666666667,3.94871,是
1408,1409,zhulab,192.28,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,3.2046666666666668,3.2295187,是
1409,1410,zhulab,242.51,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,4.041833333333333,4.0322204,是
1410,1411,zhulab,88.87,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,1.4811666666666667,2.0244522,是
1411,1412,zhulab,224.8,Nc1ncnc2c1ncn2C3OC(COP(=O)(O)OP(=O)(O)OCC(O)C(O)C(O)C=O)C(O)C3O,3.746666666666667,3.8587394,是
1412,1413,zhulab,190.4,OC1CC(O)(CC(O)C1O)C(=O)O,3.1733333333333333,3.375341,是
1413,1414,zhulab,215.33,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1,3.588833333333333,3.6055717,是
1414,1415,zhulab,247.79,C[C@@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,4.129833333333333,3.9616256,是
1415,1416,zhulab,241.1,CC1=NC=C(C(=C1O)CO)COP(=O)(O)O,4.0183333333333335,3.8404882,是
1417,1418,zhulab,228.95,C([C@@H](COP(=O)(O)O)O)O,3.815833333333333,3.9160213,是
1418,1419,zhulab,234.86,C[C@@](CCOP(=O)(O)O)(CC(=O)O)O,3.914333333333333,3.958651,是
1419,1420,zhulab,172.27,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,2.871166666666667,2.6822186,是
1420,1421,zhulab,146.19,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,2.4365,2.3354366,是
1421,1422,zhulab,226.42,C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,3.7736666666666654,4.1570544,是
1422,1423,zhulab,244.91,C(C(=O)O)OP(=O)(O)O,4.081833333333333,4.109917,是
1423,1424,zhulab,63.57,O[C@@H]1COC(=O)[C@H](O)[C@@H](O)[C@H]1O,1.0595,1.861078,是
1424,1425,zhulab,161.92,C[N+]1=CC=CC(=C1)C(=O)[O-],2.6986666666666665,2.523193,是
1425,1426,zhulab,171.8,C([C@H]([C@@H](CO)O)O)C(=O)C(=O)O,2.8633333333333337,3.2696357,是
1426,1427,zhulab,163.31,CC(=O)NCCC(=O)O,2.721833333333333,2.6032083,是
1427,1428,zhulab,161.68,CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)(O)O)N)O,2.694666666666667,2.7609227,是
1429,1430,zhulab,134.24,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.2373333333333334,2.1917279,是
1430,1431,zhulab,132.03,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.2005,2.1917279,是
1431,1432,zhulab,110.64,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],1.844,2.1087282,是
1432,1433,zhulab,98.54,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],1.6423333333333334,2.1087282,是
1433,1434,zhulab,73.52,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.2253333333333332,1.8840988,是
1434,1435,zhulab,81.14,CC(CCC(=O)O)(C1(CCC2(C3(CC(C4(CC(CCC4(C)C3(CCC12C)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H],1.3523333333333334,1.8863313,是
1435,1436,zhulab,63.82,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.0636666666666668,1.7579744,是
1436,1437,zhulab,123.82,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,2.0636666666666668,1.982105,是
1437,1438,zhulab,221.66,C1C2(C(C(C(N3C=NC4=C(C3=N)N=CN4C5(C(C(C(COP(O)(=O)OP(O)(=O)O1)(O5)[H])(O)[H])(O)[H])[H])(O2)[H])(O)[H])(O)[H])[H],3.694333333333333,3.6369452,是
1439,1440,zhulab,256.46,C(C(C(=O)O)(N=C(C1=C(N)N(C=N1)C2(C(C(C(COP(O)(O)=O)(O2)[H])(O)[H])(O)[H])[H])O)[H])C(=O)O,4.274333333333333,4.2230177,是
1440,1441,zhulab,217.46,C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O,3.624333333333333,3.4700005,是
1441,1442,zhulab,212.18,C(C(C(=O)O)(NC1=C2C(=NC=N1)N(C=N2)C3(C(C(C(CO)(O3)[H])(O)[H])(O)[H])[H])[H])C(=O)O,3.5363333333333333,3.7199936,是
1442,1443,zhulab,192.35,CCCCCCCC/C=C/CCCCCCCCCC(=O)O,3.205833333333333,2.6957211,是
1445,1446,zhulab,258.2,C(CCN)CC(C(=O)O)NC(=O)CCC(C(=O)O)N,4.303333333333333,4.1942015,是
1446,1447,zhulab,90.37,C1CC1(C(=O)O)N,1.5061666666666669,2.8327832,是
1447,1448,zhulab,208.32,CCCCCCCC(=O)OC1=CC2=CC=CC=C2C=C1,3.472,3.3913856,是
1448,1449,zhulab,210.56,CC(=O)N[C@@H](CCCCN)C(O)=O,3.509333333333333,3.4550996,是
1449,1450,zhulab,113.77,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1.8961666666666663,2.108728,是
1451,1452,zhulab,137.47,C[C@H](CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.291166666666667,2.1953492,是
1452,1453,zhulab,87.71,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1.461833333333333,1.8246782,是
1453,1454,zhulab,156.37,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)OS(=O)(=O)O)O)C,2.6061666666666667,2.1887968,是
1454,1455,zhulab,80.58,C[C@H](CC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1.343,1.9001033,是
1455,1456,zhulab,125.85,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,2.0975,2.108728,是
1458,1459,zhulab,70.07,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)C,1.1678333333333333,1.8280851,是
