Unnamed: 0,id,name,RT_Amide6min,RT_Amide12min,RT_Amide23min,RT_RP,RT_RP6min,monoisotopic_mass,formula,smiles,inchikey,inchikey1,IsomericSMILES,RT,MolecularWeight
783,A5V3,Saikosaponin C,147.0,244.84,,380.28,222.0,926.523901,C48H78O17,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CCC4(C(C3(C)C)CCC5(C4C=CC67C5(CC(C8(C6CC(CC8)(C)C)CO7)O)C)C)C)COC9C(C(C(C(O9)CO)O)O)O)O)O)O,VJEMOEYSQDKAQF-JDRYWMLESA-N,VJEMOEYSQDKAQF,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4C=C[C@@]67[C@]5(C[C@@H]([C@@]8([C@H]6CC(CC8)(C)C)CO7)O)C)C)C)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O,3.7,927.1350000000004
784,A5V5,Saikosaponin F,144.6,239.71,,387.07,225.0,928.539551,C48H80O17,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CC(C7(C6CC(CC7)(C)C)CO)O)C)C)C)COC8C(C(C(C(O8)CO)O)O)O)O)O)O,SXILFEBNQCRWAL-VERCZQKXSA-N,SXILFEBNQCRWAL,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4CC=C6[C@]5(C[C@@H]([C@@]7([C@H]6CC(CC7)(C)C)CO)O)C)C)C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O,3.75,929.1510000000005
785,A6C8,D-Proline,176.4,301.5,,39.19,22.8,115.063329,C5H9NO2,C1CC(NC1)C(=O)O,ONIBWKKTOPOVIA-SCSAIBSYSA-N,ONIBWKKTOPOVIA,C1C[C@@H](NC1)C(=O)O,0.38,115.13199999999999
786,A6O3,Octopamine,,,,39.12,22.8,153.078979,C8H11NO2,C1=CC(=CC=C1C(CN)O)O,QHGUCRYDKWKLMG-UHFFFAOYSA-N,QHGUCRYDKWKLMG,C1=CC(=CC=C1C(CN)O)O,0.38,153.181
787,A7F7,DL-METHIONINE,,,,45.98,25.2,149.05105,C5H11NO2S,CSCCC(C(=O)O)N,FFEARJCKVFRZRR-UHFFFAOYSA-N,FFEARJCKVFRZRR,CSCCC(C(=O)O)N,0.42,149.215
788,A8H8,4-Aminoantipyrine,19.8,39.98,,250.34,147.6,203.105862,C11H13N3O,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,RLFWWDJHLFCNIJ,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,2.46,203.24500000000003
789,A8Y3,Jervine,25.2,50.37,,305.15,183.0,425.292994,C27H39NO3,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)O)C)NC1,CLEXYFLHGFJONT-DNMILWOZSA-N,CLEXYFLHGFJONT,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5C(=O)C4=C3C)C)O)C)NC1,3.05,425.61300000000017
790,B0A1,Cucurbitacin E,18.6,36.46,,399.75,232.8,556.303618,C32H44O8,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,NDYMQXYDSVBNLL-MUYMLXPFSA-N,NDYMQXYDSVBNLL,CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)([C@H]1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)C)O)O,3.88,556.6960000000005
791,B0H4,Cauloside A,49.2,135.27,,461.46,259.8,604.397519,C35H56O8,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C,QUBNLZCADIYAFW-RITZIESXSA-N,QUBNLZCADIYAFW,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O,4.33,604.8250000000005
792,B2J1,Citalopram,26.4,60.54,,306.8,183.6,324.163791,C20H21FN2O,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,WSEQXVZVJXJVFP-UHFFFAOYSA-N,WSEQXVZVJXJVFP,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,3.06,324.399
793,B3M5,Kamebakaurin,21.0,42.31,,347.39,205.2,350.209324,C20H30O5,CC1(CCC(C2(C1CC(C34C2CCC(C3O)C(=C)C4=O)O)CO)O)C,WHSUEVLJUHPROF-UHFFFAOYSA-N,WHSUEVLJUHPROF,CC1(CCC(C2(C1CC(C34C2CCC(C3O)C(=C)C4=O)O)CO)O)C,3.42,350.45500000000004
794,B3Y5,2-Aminoimidazole,,,,39.84,22.2,83.048347,C3H5N3,C1=CN=C(N1)N,DEPDDPLQZYCHOH-UHFFFAOYSA-N,DEPDDPLQZYCHOH,C1=CN=C(N1)N,0.37,83.09400000000001
795,B4N9,Tenuifolin,195.6,348.02,,392.78,228.6,680.377177,C36H56O12,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C(=O)O)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)CO)C(=O)O)C,DBJLNNAUDGIUAE-UHFFFAOYSA-N,DBJLNNAUDGIUAE,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C(=O)O)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)C2C1)CO)C(=O)O)C,3.81,680.8320000000002
796,B5H7,"20(r)-ginsenoside,rg2",118.2,203.57,,385.37,224.4,784.497292,C42H72O13,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O,AGBCLJAHARWNLA-UHFFFAOYSA-N,AGBCLJAHARWNLA,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O,3.74,785.0250000000004
797,B9N4,Tazemetostat,25.2,50.37,,307.9,184.8,572.336256,C34H44N4O4,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,NSQSAUGJQHDYNO-UHFFFAOYSA-N,NSQSAUGJQHDYNO,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,3.08,572.75
798,B9N5,NAN-190 (hydrobromide),19.2,37.64,,292.52,176.4,393.205242,C23H27N3O3,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O,SJDOMIRMMUGQQK-UHFFFAOYSA-N,SJDOMIRMMUGQQK,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O,2.94,393.487
799,B9N6,Alminoprofen,23.4,49.8,,384.8,225.0,219.125929,C13H17NO2,CC(C1=CC=C(C=C1)NCC(=C)C)C(=O)O,FPHLBGOJWPEVME-UHFFFAOYSA-N,FPHLBGOJWPEVME,CC(C1=CC=C(C=C1)NCC(=C)C)C(=O)O,3.75,219.28399999999993
800,B9N8,Lansoprazole,20.4,41.14,,368.34,216.6,369.075882,C16H14F3N3O2S,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N,MJIHNNLFOKEZEW,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,3.61,369.36800000000005
801,B9N9,6-FAM SE,,,,320.52,195.0,473.074681,C25H15NO9,C1CC(=O)N(C1=O)OC(=O)C2=CC3=C(C=C2)C(=O)OC34C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O,VDABVNMGKGUPEY-UHFFFAOYSA-N,VDABVNMGKGUPEY,C1CC(=O)N(C1=O)OC(=O)C2=CC3=C(C=C2)C(=O)OC34C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O,3.25,473.3930000000002
802,B9O0,Hydroquinidine,69.0,152.7,,275.24,168.0,326.199428,C20H26N2O2,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,LJOQGZACKSYWCH-UHFFFAOYSA-N,LJOQGZACKSYWCH,CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O,2.8,326.44000000000005
804,B9O3,Cinoxacin,84.6,156.29,,300.77,178.2,262.058971,C12H10N2O5,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,VDUWPHTZYNWKRN-UHFFFAOYSA-N,VDUWPHTZYNWKRN,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,2.97,262.22099999999995
805,B9O4,Niga-ichigoside F1,97.8,183.18,,327.7,195.0,666.397913,C36H58O11,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O,WKKBYJLXSKPKSC-JVJIQXRHSA-N,WKKBYJLXSKPKSC,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,3.25,666.8490000000005
806,B9O5,Acetylshengmanol Arabinoside,24.6,49.8,,390.48,227.4,662.402998,C37H58O10,CC(CC(C1C(O1)(C)C)OC(=O)C)C2C(=O)C(C3(C2(CCC45C3CCC6C4(C5)CCC(C6(C)C)OC7C(C(C(CO7)O)O)O)C)C)O,IHEJMZHKJYHVFF-NETQQFODSA-N,IHEJMZHKJYHVFF,C[C@H](C[C@H]([C@H]1C(O1)(C)C)OC(=O)C)[C@H]2C(=O)[C@@H]([C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O)O)C)C)O,3.79,662.8610000000007
807,B9O7,Buclizine (dihydrochloride),16.8,32.92,,433.84,247.8,432.233227,C28H33ClN2,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,MOYGZHXDRJNJEP-UHFFFAOYSA-N,MOYGZHXDRJNJEP,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,4.13,433.039
808,B9O8,Indaconitine,192.0,47.5,,310.64,186.6,629.319997,C34H47NO10,CCN1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)C7=CC=CC=C7)O)OC)OC(=O)C)OC)OC)O)COC,PHDZNMWTZQPAEW-ZIVNFORMSA-N,PHDZNMWTZQPAEW,CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H](C31)[C@]5(C[C@@H]([C@]6(C[C@@H]4[C@@H]5[C@H]6OC(=O)C7=CC=CC=C7)O)OC)OC(=O)C)OC)OC)O)COC,3.11,629.7470000000002
810,B9P0,Tenuifoliside C,,,,310.09,185.4,768.247679,C35H44O19,COC1=CC(=CC(=C1O)OC)C=CC(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)OC(=O)C=CC4=CC(=C(C(=C4)OC)OC)OC)CO)O)O)O,PMGMZCFZCYRJAG-KQTMLTHJSA-N,PMGMZCFZCYRJAG,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C(=C4)OC)OC)OC)CO)O)O)O,3.0900000000000003,768.7180000000003
811,B9P2,"2,2'-Bipyridine",19.2,37.64,,290.31,169.2,156.068748,C10H8N2,C1=CC=NC(=C1)C2=CC=CC=N2,ROFVEXUMMXZLPA-UHFFFAOYSA-N,ROFVEXUMMXZLPA,C1=CC=NC(=C1)C2=CC=CC=N2,2.82,156.188
812,B9P3,Neferine,24.6,49.22,,244.92,165.6,624.319937,C38H44N2O6,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-ROJLCIKYSA-N,MIBATSHDJRIUJK,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,2.76,624.7780000000004
813,B9P4,Trimipramine (maleate),22.8,44.62,,335.5,199.8,294.209599,C20H26N2,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,ZSCDBOWYZJWBIY,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,3.33,294.44199999999995
814,B9P5,Mezlocillin (sodium),37.8,113.62,,328.81,195.6,539.114455,C21H25N5O8S2,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,YPBATNHYBCGSSN-VWPFQQQWSA-N,YPBATNHYBCGSSN,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C,3.26,539.5920000000003
815,B9P7,Sulconazole (mononitrate),17.4,35.29,,413.85,238.8,396.002153,C18H15Cl3N2S,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,AFNXATANNDIXLG-UHFFFAOYSA-N,AFNXATANNDIXLG,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,3.98,397.7579999999999
816,B9P9,Etalocib,21.0,42.89,,521.11,288.6,544.226117,C33H33FO6,CCCC1=C(C=CC=C1OC2=CC=CC=C2C(=O)O)OCCCOC3=CC(=C(C=C3CC)C4=CC=C(C=C4)F)O,YFIZRWPXUYFCSN-UHFFFAOYSA-N,YFIZRWPXUYFCSN,CCCC1=C(C=CC=C1OC2=CC=CC=C2C(=O)O)OCCCOC3=CC(=C(C=C3CC)C4=CC=C(C=C4)F)O,4.8100000000000005,544.6190000000005
817,B9Q0,Ginsenoside Rb3,,,,391.63,228.0,1078.592375,C53H90O22,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C,NODILNFGTFIURN-USYOXQFSSA-N,NODILNFGTFIURN,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O)O)O)C,3.8,1079.2810000000006
818,B9Q1,Indapamide,18.0,37.05,,349.11,208.2,365.06009,C16H16ClN3O3S,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NDDAHWYSQHTHNT,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,3.47,365.84200000000004
819,B9Q2,Cyclopentolate (hydrochloride),20.4,39.98,,287.54,173.4,291.183444,C17H25NO3,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,SKYSRIRYMSLOIN-UHFFFAOYSA-N,SKYSRIRYMSLOIN,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,2.89,291.3910000000001
820,B9Q3,Aliskiren,58.8,151.16,,329.92,196.8,551.393436,C30H53N3O6,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,UXOWGYHJODZGMF-QORCZRPOSA-N,UXOWGYHJODZGMF,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,3.28,551.7690000000002
821,B9Q5,Diloxanide furoate,17.4,34.11,,379.72,222.0,327.006513,C14H11Cl2NO4,CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,BDYYDXJSHYEDGB-UHFFFAOYSA-N,BDYYDXJSHYEDGB,CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,3.7,328.15099999999995
822,B9Q6,DL-Glutamine,,,,98.38,22.2,146.069142,C5H10N2O3,C(CC(=O)N)C(C(=O)O)N,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,ZDXPYRJPNDTMRX,C(CC(=O)N)C(C(=O)O)N,0.37,146.146
823,B9Q7,Cefditoren (Pivoxil),20.4,41.14,,374.63,219.0,620.118161,C25H28N6O7S3,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,AFZFFLVORLEPPO-DYESRHJHSA-N,AFZFFLVORLEPPO,CC1=C(SC=N1)C=CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)OCOC(=O)C(C)(C)C,3.65,620.7350000000001
824,B9Q8,Cyasterone,27.0,62.21,,301.86,180.6,520.303618,C29H44O8,CC1C(C(OC1=O)C)CC(C(C)(C2CCC3(C2(CCC4C3=CC(=O)C5C4(CC(C(C5)O)O)C)C)O)O)O,NEFYSBQJYCICOG-YSEUJXISSA-N,NEFYSBQJYCICOG,C[C@H]1[C@@H]([C@H](OC1=O)C)C[C@H]([C@@](C)([C@H]2CC[C@@]3([C@@]2(CC[C@H]4C3=CC(=O)[C@H]5[C@@]4(C[C@@H]([C@@H](C5)O)O)C)C)O)O)O,3.01,520.6630000000004
825,B9Q9,Nitrendipine,16.8,34.11,,405.73,235.2,360.132136,C18H20N2O6,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,PVHUJELLJLJGLN-UHFFFAOYSA-N,PVHUJELLJLJGLN,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,3.92,360.36600000000016
826,B9R0,Sulfachloropyridazine,22.8,44.62,,281.98,168.0,284.013474,C10H9ClN4O2S,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,XOXHILFPRYWFOD-UHFFFAOYSA-N,XOXHILFPRYWFOD,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,2.8,284.728
827,B9R1,Cefditoren (sodium),132.6,222.89,,290.31,174.0,506.050081,C19H18N6O5S3,CC1=C(SC=N1)C=CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,KMIPKYQIOVAHOP-OYDMTHCQSA-N,KMIPKYQIOVAHOP,CC1=C(SC=N1)/C=C/C2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,2.9,506.5910000000003
828,B9R2,Malotilate,16.8,33.52,,437.97,249.6,288.049001,C12H16O4S2,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C,YPIQVCUJEKAZCP-UHFFFAOYSA-N,YPIQVCUJEKAZCP,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C,4.16,288.39000000000004
829,B9R3,Clobetasol propionate,18.0,34.7,,428.38,245.4,466.19223,C25H32ClFO5,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CBGUOGMQLZIXBE,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,4.09,466.9770000000002
830,B9R4,Saikosaponin B4,133.2,221.34,,399.75,232.2,812.492207,C43H72O14,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C(C=C5C4(CC(C6(C5CC(CC6)(C)C)CO)O)C)OC)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O,GLQYFMRUYWFXGT-TZWHAUNMSA-N,GLQYFMRUYWFXGT,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3([C@H]([C@]2(C)CO)CC[C@@]4([C@@H]3[C@@H](C=C5[C@]4(C[C@H]([C@@]6([C@H]5CC(CC6)(C)C)CO)O)C)OC)C)C)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O,3.87,813.0350000000007
831,B9R5,Perphenazine,25.2,49.8,,353.73,210.0,403.148511,C21H26ClN3OS,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,RGCVKNLCSQQDEP-UHFFFAOYSA-N,RGCVKNLCSQQDEP,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,3.5,403.9790000000002
832,B9R7,Thiethylperazine (dimaleate),25.2,49.8,,369.49,218.4,399.18029,C22H29N3S2,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,XCTYLCDETUVOIP-UHFFFAOYSA-N,XCTYLCDETUVOIP,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,3.64,399.62900000000036
833,B9R9,Momordicoside A,139.8,186.04,,342.83,203.4,816.487122,C42H72O15,CC(C1CCC2(C1(CCC3(C2CC=C4C3CCC(C4(C)C)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)C)C)C)C(C(C(C(C)(C)O)O)O)O,WBYJYPOPDKQBQJ-WVMSUIAMSA-N,WBYJYPOPDKQBQJ,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@@]3([C@H]2CC=C4[C@H]3CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)C)C)C)[C@@H]([C@H]([C@H](C(C)(C)O)O)O)O,3.39,817.0230000000007
834,B9S3,Granisetron (Hydrochloride),55.2,115.69,,260.94,162.0,312.195011,C18H24N4O,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,MFWNKCLOYSRHCJ,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,2.7,312.41700000000003
835,B9S4,Sarpogrelate (hydrochloride),38.4,113.62,,353.15,208.2,429.215138,C24H31NO6,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,FFYNAVGJSYHHFO-UHFFFAOYSA-N,FFYNAVGJSYHHFO,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,3.47,429.5130000000002
836,B9S5,(閸?-Ibipinabant,16.8,33.52,,464.18,261.6,486.068402,C23H20Cl2N4O2S,CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,AXJQVVLKUYCICH-UHFFFAOYSA-N,AXJQVVLKUYCICH,CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,4.36,487.4120000000002
837,B9S6,Metolazone,19.8,38.81,,334.38,198.0,365.06009,C16H16ClN3O3S,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,AQCHWTWZEMGIFD-UHFFFAOYSA-N,AQCHWTWZEMGIFD,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,3.3,365.8420000000001
838,B9S8,Oleandrin,18.6,37.05,,385.37,225.0,576.329833,C32H48O9,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O,JLPDBLFIVFSOCC-UHFFFAOYSA-N,JLPDBLFIVFSOCC,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O,3.75,576.7270000000004
839,B9T0,Bruceine A,19.8,40.56,,351.99,207.6,522.210112,C26H34O11,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)CC(C)C)(OC5)C(=O)OC)O)O)C)O,LPZSTPCYWWRQFU-VILODJCFSA-N,LPZSTPCYWWRQFU,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)CC(C)C)(OC5)C(=O)OC)O)O)C)O,3.46,522.5470000000004
840,B9T2,Pseudoginsenoside RT5,56.4,142.45,,367.19,214.8,654.434298,C36H62O10,CC1(C(CCC2(C1C(CC3(C2CC(C4C3(CCC4C5(CCC(O5)C(C)(C)O)C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C,PSOUXXNNRFNUAY-JLXGCTMESA-N,PSOUXXNNRFNUAY,C[C@]1(CC[C@@H](O1)C(C)(C)O)[C@H]2CC[C@@]3([C@@H]2[C@@H](C[C@H]4[C@]3(C[C@@H]([C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)C,3.58,654.8820000000005
