Unnamed: 0,id,name,RT_Amide6min,RT_Amide12min,RT_Amide23min,RT_RP,RT_RP6min,monoisotopic_mass,formula,smiles,inchikey,inchikey1,IsomericSMILES,RT,MolecularWeight
0,A0S5,Cytosine,103.8,188.4,,38.27,22.2,111.043262,C4H5N3O,C1=C(NC(=O)N=C1)N,OPTASPLRGRRNAP-UHFFFAOYSA-N,OPTASPLRGRRNAP,C1=C(NC(=O)N=C1)N,0.37,111.104
1,A1F5,Imidazole,27.6,56.04,,38.08,21.6,68.037448,C3H4N2,C1=CN=CN1,RAXXELZNTBOGNW-UHFFFAOYSA-N,RAXXELZNTBOGNW,C1=CN=CN1,0.36,68.079
2,A2C8,Melatonin,20.4,40.56,,305.15,181.2,232.121178,C13H16N2O2,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,3.02,232.283
3,A2V3,"3,5-Diiodo-L-tyrosine",,,,264.99,160.2,432.86719,C9H9I2NO3,C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,NYPYHUZRZVSYKL-ZETCQYMHSA-N,NYPYHUZRZVSYKL,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,2.67,432.9830000000001
4,A2W3,Verapamil,20.4,39.39,,314.48,188.4,454.283158,C27H38N2O4,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,SGTNSNPWRIOYBX,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,3.14,454.6110000000003
5,A2Z9,Liothyronine,,200.71,,363.7,212.4,650.79,C15H12I3NO4,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,AUYYCJSJGJYCDS,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,3.54,650.9760000000001
6,A4U1,Corticosterone,21.0,41.14,,366.03,213.6,346.214409,C21H30O4,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,OMFXVFTZEKFJBZ,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,3.56,346.4670000000001
7,A5J8,Imatinib,113.4,191.71,,299.12,191.4,493.259009,C29H31N7O,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,KTUFNOKKBVMGRW-UHFFFAOYSA-N,KTUFNOKKBVMGRW,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3.19,493.61500000000024
8,A5S9,Saikosaponin D,123.0,207.9,,457.35,258.0,780.465992,C42H68O13,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,KYWSCMDFVARMPN-LCSVLAELSA-N,KYWSCMDFVARMPN,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC[C@]3([C@H]([C@]2(C)CO)CC[C@@]4([C@@H]3C=C[C@@]56[C@]4(C[C@H]([C@@]7([C@H]5CC(CC7)(C)C)CO6)O)C)C)C)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O,4.3,780.9930000000007
10,A6M8,3-Hydroxyanthranilic acid,,160.41,,210.43,75.0,153.042593,C7H7NO3,C1=CC(=C(C(=C1)O)N)C(=O)O,WJXSWCUQABXPFS-UHFFFAOYSA-N,WJXSWCUQABXPFS,C1=CC(=C(C(=C1)O)N)C(=O)O,1.25,153.13699999999997
11,A6T0,Chlorpyrifos,,,,464.85,279.0,348.926284,C9H11Cl3NO3PS,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,SBPBAQFWLVIOKP,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,4.65,350.5909999999999
13,A7X5,Erythromycin,36.0,74.89,,317.77,190.2,733.461241,C37H67NO13,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,ULGZDMOVFRHVEP,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,3.17,733.9370000000002
14,A8N6,Vinblastine,20.4,39.98,,309.54,199.8,810.420379,C46H58N4O9,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,JXLYSJRDGCGARV-CFWMRBGOSA-N,JXLYSJRDGCGARV,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,3.33,810.9890000000001
15,B0H5,alpha-Hederin,109.8,195.02,,454.59,256.2,750.455428,C41H66O12,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,KEOITPILCOILGM-LLJOFIFVSA-N,KEOITPILCOILGM,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4([C@H]([C@]3(C)CO)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,4.27,750.9670000000006
16,B1U1,"1-Methyl-6-phenyl-1H-imidazo[4,5-b]pyridin-2-amine",25.8,55.48,,398.58,168.0,224.106196,C13H12N4,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,UQVKZNNCIHJZLS-UHFFFAOYSA-N,UQVKZNNCIHJZLS,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,2.8,224.267
17,B1W2,Carbamazepine,19.8,39.39,,351.41,205.8,236.094963,C15H12N2O,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,FFGPTBGBLSHEPO,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,3.43,236.27399999999997
18,B2M5,Ethoxyquin,16.8,33.52,,366.61,245.4,217.146664,C14H19NO,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,DECIPOUIJURFOJ-UHFFFAOYSA-N,DECIPOUIJURFOJ,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,4.09,217.31199999999995
19,B2X8,Amygdalin,135.6,227.08,,250.34,150.0,457.158411,C20H27NO11,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,XUCIJNAGGSZNQT-UHFFFAOYSA-N,XUCIJNAGGSZNQT,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,2.5,457.4320000000001
20,B3E3,Irinotecan,66.6,147.57,,281.42,169.8,586.279135,C33H38N4O6,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,UWKQSNNFCGGAFS-XIFFEERXSA-N,UWKQSNNFCGGAFS,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,2.83,586.689
21,B3J8,Tomatine,165.0,277.11,,314.48,187.2,1033.545759,C50H83NO21,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1,REJLGAUYTKNVJM-UHFFFAOYSA-N,REJLGAUYTKNVJM,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1,3.12,1034.200000000001
22,B5V7,Iodipamide,171.0,280.68,,358.4,224.4,1139.512,C20H14I6N2O6,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,FFINMCNLQNTKLU-UHFFFAOYSA-N,FFINMCNLQNTKLU,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,3.74,1139.7640000000004
23,B5V8,Oxytocin (acetate),148.8,234.12,,267.28,163.2,1006.436458,C43H66N12O12S2,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,XNOPRXBHLZRZKH-UHFFFAOYSA-N,XNOPRXBHLZRZKH,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,2.72,1007.2069999999992
24,B5V9,Cefotaxime,115.2,189.82,,255.08,154.2,455.05694,C16H17N5O7S2,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,GPRBEKHLDVQUJE-UHFFFAOYSA-N,GPRBEKHLDVQUJE,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,2.57,455.4740000000002
25,B5W0,AM251,17.4,35.29,,511.9,283.2,554.01371,C22H21Cl2IN4O,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I,BUZAJRPLUGXRAB-UHFFFAOYSA-N,BUZAJRPLUGXRAB,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I,4.72,555.247
26,B5W1,Riboflavin,130.2,209.36,,276.93,157.2,376.138284,C17H20N4O6,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,AUNGANRZJHBGPY-UHFFFAOYSA-N,AUNGANRZJHBGPY,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,2.62,376.369
27,B5W5,(閸?-Naringenin,20.4,,,357.23,209.4,272.068473,C15H12O5,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-UHFFFAOYSA-N,FTVWIRXFELQLPI,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,3.49,272.256
28,B5W6,Anethole trithione,17.4,34.11,,439.35,249.6,239.973728,C10H8OS3,COC1=CC=C(C=C1)C2=CC(=S)SS2,KYLIZBIRMBGUOP-UHFFFAOYSA-N,KYLIZBIRMBGUOP,COC1=CC=C(C=C1)C2=CC(=S)SS2,4.16,240.374
29,B5W7,Itraconazole,17.4,35.29,,458.72,258.0,704.239307,C35H38Cl2N8O4,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-UHFFFAOYSA-N,VHVPQPYKVGDNFY,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,4.3,705.6470000000003
30,B5W9,Epibrassinolide,25.2,49.8,,427.71,244.2,480.345089,C28H48O6,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,IXVMHGVQKLDRKH-UHFFFAOYSA-N,IXVMHGVQKLDRKH,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,4.069999999999999,480.68600000000026
31,B5X0,D-(+)-Cellobiose,,,,41.02,22.8,342.116212,C12H22O11,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,GUBGYTABKSRVRQ-UHFFFAOYSA-N,GUBGYTABKSRVRQ,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,0.38,342.297
32,B5X1,Hoechst 33342,122.4,193.6,,309.54,218.4,452.23246,C27H28N6O,CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C,PRDFBSVERLRRMY-UHFFFAOYSA-N,PRDFBSVERLRRMY,CCOC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C,3.64,452.56200000000024
34,B5X5,Bepridil (hydrochloride hydrate),23.4,46.35,,373.49,220.2,366.267114,C24H34N2O,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,UIEATEWHFDRYRU-UHFFFAOYSA-N,UIEATEWHFDRYRU,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,3.67,366.5490000000002
35,B5X7,Azithromycin,66.6,129.62,,281.42,182.4,748.508526,C38H72N2O12,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-UHFFFAOYSA-N,MQTOSJVFKKJCRP,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,3.04,748.9960000000002
37,B5X9,Cytarabine (hydrochloride),142.8,229.22,,,25.8,243.085521,C9H13N3O5,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,UHDGCWIWMRVCDJ,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,0.43,243.21900000000002
38,B5Y0,Maltotriose,,,,41.41,23.4,504.169035,C18H32O16,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,FYGDTMLNYKFZSV-UHFFFAOYSA-N,FYGDTMLNYKFZSV,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,0.3899999999999999,504.43800000000016
40,B5Y3,Valinomycin,24.0,48.65,,573.53,316.8,1110.63116,C54H90N6O18,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,FCFNRCROJUBPLU-UHFFFAOYSA-N,FCFNRCROJUBPLU,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,5.28,1111.3379999999993
41,B5Y6,Candesartan Cilexetil,16.8,31.74,,476.13,268.2,610.253983,C33H34N6O6,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,GHOSNRCGJFBJIB-UHFFFAOYSA-N,GHOSNRCGJFBJIB,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,4.47,610.6709999999999
42,B5Y9,Amoxapine,25.8,50.37,,322.73,193.2,313.09819,C17H16ClN3O,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,QWGDMFLQWFTERH-UHFFFAOYSA-N,QWGDMFLQWFTERH,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,3.22,313.788
43,B5Z0,Oxiconazole nitrate,17.4,34.7,,454.59,261.6,428.978323,C18H13Cl4N3O,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,QRJJEGAJXVEBNE-UHFFFAOYSA-N,QRJJEGAJXVEBNE,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,4.36,429.134
44,B5Z1,9-Ethyladenine,34.8,69.42,,293.07,55.8,163.085795,C7H9N5,CCN1C=NC2=C(N=CN=C21)N,MUIPLRMGAXZWSQ-UHFFFAOYSA-N,MUIPLRMGAXZWSQ,CCN1C=NC2=C(N=CN=C21)N,0.93,163.18399999999997
45,B5Z2,Nigericin (sodium salt),18.0,35.88,,574.69,317.4,724.476163,C40H68O11,CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC,DANUORFCFTYTSZ-UHFFFAOYSA-N,DANUORFCFTYTSZ,CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC,5.29,724.9730000000002
46,B5Z6,Quinacrine (dihydrochloride),63.0,140.91,,290.31,181.8,399.20774,C23H30ClN3O,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,GPKJTRJOBQGKQK-UHFFFAOYSA-N,GPKJTRJOBQGKQK,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,3.03,399.9660000000002
47,B5Z9,Cyclosporin A,18.0,35.88,,513.75,287.4,1201.841368,C62H111N11O12,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-UHFFFAOYSA-N,PMATZTZNYRCHOR,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,4.79,1202.6349999999982
48,B6A4,Acebutolol (hydrochloride),71.4,153.21,,253.31,155.4,336.204907,C18H28N2O4,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,GOEMGAFJFRBGGG-UHFFFAOYSA-N,GOEMGAFJFRBGGG,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,2.5900000000000003,336.4320000000001
49,B6A6,Josamycin,18.0,35.29,,342.26,203.4,827.466721,C42H69NO15,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,XJSFLOJWULLJQS-UHFFFAOYSA-N,XJSFLOJWULLJQS,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,3.39,828.0060000000002
51,B6B4,Bevantolol (hydrochloride),25.2,49.8,,304.06,181.8,345.194008,C20H27NO4,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,HXLAFSUPPDYFEO-UHFFFAOYSA-N,HXLAFSUPPDYFEO,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,3.03,345.4390000000001
52,B6B5,Iodixanol,199.8,354.17,,229.45,142.2,1549.7133,C35H44I6N6O15,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,NBQNWMBBSKPBAY-UHFFFAOYSA-N,NBQNWMBBSKPBAY,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,2.37,1550.1880000000006
54,B6C1,Cucurbitacin D,20.4,41.14,,363.7,212.4,516.308704,C30H44O7,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,SRPHMISUTWFFKJ-UHFFFAOYSA-N,SRPHMISUTWFFKJ,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2CC(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,3.54,516.6750000000003
55,B6C4,Digitonin,,,,415.13,238.8,1228.572427,C56H92O29,CC1CCC2(C(C3C(O2)C(C4C3(CCC5C4CCC6C5(CC(C(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,UVYVLBIGDKGWPX-YCCXZQINSA-N,UVYVLBIGDKGWPX,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)[C@H]([C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H](C([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1,3.98,1229.3230000000008
56,B6C5,Glimepiride,19.2,37.05,,433.84,247.2,490.224991,C24H34N4O5S,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,WIGIZIANZCJQQY-UHFFFAOYSA-N,WIGIZIANZCJQQY,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,4.12,490.62600000000026
57,B6C9,Tea polyphenol,,,,268.43,161.4,458.084911,C22H18O11,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,WMBWREPUVVBILR-UHFFFAOYSA-N,WMBWREPUVVBILR,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,2.69,458.37500000000017
58,B6D0,Cefmenoxime (hydrochloride),96.6,182.71,,263.25,157.8,511.051478,C16H17N9O5S3,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,HJJDBAOLQAWBMH-UHFFFAOYSA-N,HJJDBAOLQAWBMH,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,2.6300000000000003,511.57100000000025
59,B6D1,Lanatoside C,64.8,151.16,,335.5,198.0,984.492995,C49H76O20,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,JAYAGJDXJIDEKI-UHFFFAOYSA-N,JAYAGJDXJIDEKI,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,3.3,985.1270000000005
60,B6D2,BAPTA-AM,16.8,32.92,,395.08,229.8,764.227612,C34H40N2O18,CC(=O)OCOC(=O)CN(CC(=O)OCOC(=O)C)C1=CC=CC=C1OCCOC2=CC=CC=C2N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,YJIYWYAMZFVECX-UHFFFAOYSA-N,YJIYWYAMZFVECX,CC(=O)OCOC(=O)CN(CC(=O)OCOC(=O)C)C1=CC=CC=C1OCCOC2=CC=CC=C2N(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,3.83,764.69
61,B6D4,Oligomycin A,17.4,35.29,,507.58,282.0,790.523113,C45H74O11,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,MNULEGDCPYONBU-UHFFFAOYSA-N,MNULEGDCPYONBU,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,4.7,791.0760000000001
